date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2014-06-06,173007,139,37818338,272074.374100719,1.92219552,8363454618.504367170574280261,4350990585.099489442275056239,11756551916.904,0.00017437085095009,0.1133642995239872789863099422,0.0001,0.0650133315897136,10.764087,6998.091573915254954832,3475,9.8597156577684,2259213.2727425476,3475,2259213.2727425476,85.73273714,72.81499271474425,1,650.133315897136,447.55764338298667,47.028153065839085,12864214.79102854,61731,172560,150050.20509866,97552637.39183716865929143776,5.70834184912152,3711.183214643762608592283967,0.0255,16.578399555376968,985031.46948441,640401775.5189280065265156498,0.0585360342037529,0.033372033699436,0.0482275709287827
2014-06-07,143378,155,29351730,189366,1.94004691,8451764871.919811652099495315,4356474482.742972810569837927,11756551916.904,0.000171596076462929,0.1127043496556708744225721885,0.0001,0.0656800271770894,9.09339088,5972.54160130296894904672,3875,10.9913361110216,2545101.05311221425,3875,2545101.05311221425,131.46640362,74.17490452436316,1,656.800271770894,492.94640237605876,49.13627419740083,12868089.79102854,52993,146512,97881.20338807,64288400.98654652657161283458,3.98427447122475,2616.872555510250786127582426,0.02668148,17.52440331524967284312,583744.02132808,383403231.8529174874873689035,0.0581650319912202,0.033265439479556,0.0480831137890599
2014-06-08,172332,136,30741908,226043.441176471,1.94086692,8467123090.854522756586664933,4362546966.165443969904676648,11756551916.904,0.000183107710564338,0.1204519095616610288969184243,0.0001,0.0657819974868498,8.61778129,5668.94867161001227480242,3400,9.64146357685013,2236587.9145528932,3400,2236587.9145528932,168.22332933,75.9760660127751,1,657.819974868498,505.27121948847923,45.310996573920335,12871489.79102854,47064,181429,76514.2970517,50332632.9636300846166073466,3.87582831099863,2549.597282135731837081308158,0.01,6.57819974868498,703187.65463617,462570885.3006034005357843727,0.0575996327959932,0.0333244995516287,0.0405945592088939
2014-06-09,162353,156,35319944,226409.897435897,1.90906942,8347582865.630778716229062608,4372592619.932762573729783223,11756551916.904,0.000186571015065363,0.1209607657601295093030775084,0.0001,0.0648336322326125,10.8608585,7041.4890571944344783125,3900,11.0559759595929,2528511.6570718875,3900,2528511.6570718875,99.85216339,77.21585423464974,1,648.336322326125,546.4014506583768,41.94373812487668,12875389.79102854,58213,162791,128944.52512909,83599419.20628281906470447625,2.06176461774054,1336.716889768030639854513608,0.032,20.746762314436,335636.7238866,217605479.202227315662717425,0.0576077041054054,0.0322418909448663,0.0368851434745059
2014-06-10,182372,167,40670461,243535.694610778,1.91282026,8383780238.002946276034614985,4382941995.478139135585336499,11756551916.904,0.000184057210045802,0.1198095762768955506161939105,0.0001,0.0650936609585038,11.9751302,7795.0506517273980219476,4175,11.8317274280997,2717660.34501753365,4175,2717660.34501753365,60.25943952,78.88884629129848,1,650.936609585038,517.1793176072168,48.238476549242584,12879564.79102854,65062,184972,213735.22378598,139128081.9201451907951221672,3.01135444141011,1960.200850350342961410677934,0.02625,17.0870860016072475,557016.25373651,362582271.6910030739480903374,0.0576058933789637,0.0322510081711089,0.0368869115087067
2014-06-11,173422,146,36757653,251764.746575342,1.85397423,8135608711.298166545488736567,4388199466.070646634342990688,11756551916.904,0.000179948170223716,0.1136352940629153934425112173,0.0001,0.0631489022209235,11.18863738,7065.5016789498969022043,3650,10.340974839042,2304934.93106370775,3650,2304934.93106370775,67.62438652,80.12938547202256,1,631.489022209235,481.8308323646246,43.10362009097881,12883214.79102854,62177,169884,190511.37399162,120305841.2817059973327766107,2.84939722736685,1799.36306899559737058880286,0.0338214,21.357842815747420629,484066.99857399,305682995.6132480981844087976,0.0576057816781625,0.0330959706211786,0.0370572148656587
2014-06-12,172729,172,39195112,227878.558139535,1.71421203,7629087562.663397025302597124,4450492371.156221227778674158,11756551916.904,0.000200809734348642,0.1188743579830800257843646466,0.0001,0.0591975077147867,12.73716064,7540.08165250877501235488,4300,12.178453530021,2545492.8317358281,4300,2545492.8317358281,31.02187447,79.42673403321567,1,591.975077147867,448.8665520069639,34.84448517051264,12887514.79102854,63429,180280,415433.14234588,245926066.489983126092018238,5.94582532309003,3519.780404343961740231663466,0.033475495,19.816658735188036019165,1071913.38924667,634546011.2951290623713273529,0.057786423760936,0.0360618474735495,0.0360282306732859
2014-06-13,173708,163,37761009,231662.631901841,1.72741112,7696859223.017364054437102841,4455719401.157363341263711331,11756551916.904,0.000178867015842224,0.1067916574212508566414744072,0.0001,0.0597044999707773,11.61794928,6936.43852448252153575344,4075,11.537560720673,2432958.373809174975,4075,2432958.373809174975,72.34953048,80.2683593305957,1,597.044999707773,483.0323709663658,34.213197225596836,12891589.79102854,64953,179849,178184.84385921,106384370.0498516120835546393,3.72883590544396,2226.282832076122568059827901,0.02715518,16.21286443516452321414,670627.40875819,400394741.0660581127708204109,0.0548896398057473,0.0360495223913313,0.0324050599944137
2014-06-14,149660,178,31444536,176654.696629213,1.66570416,7422437719.846514765915910082,4456036015.011783316159714638,11756551916.904,0.000170047293871293,0.09787232892721378330976566285,0.0001,0.0575559461718293,9.09514956,5234.79938500096942290108,4450,12.5949518336311,2561239.60464640385,4450,2561239.60464640385,98.29277267,80.04025777864875,1,575.559461718293,474.3663267158982,28.7715801206554,12896039.79002854,53486,157136,131200.28502467,75513565.42608568323409528831,2.71815433456121,1564.459445667294930542785215,0.02299881,13.23718270376129423133,427119.89951561,245832899.4543758866689760537,0.0549521564388962,0.0370663378592309,0.03272107044177
2014-06-15,177382,190,32959661,173471.9,1.7060607,7607913697.277697328920106138,4459345270.212390843170935649,11756551916.904,0.000177357634958622,0.104592168563308791271013628,0.0001,0.0589724646405611,9.70837958,5725.27071498695422982338,4750,13.4390996847346,2801192.07042665225,4750,2801192.07042665225,102.1750186,80.22274997922989,1,589.724646405611,489.6818852359813,31.417260787369415,12900789.79002854,54739,205477,126261.682816,74459626.253243010564680576,2.13443720588163,1258.730226513524579167833826,0.009,5.307521817650499,438577.75375294,258640110.7533196742367237463,0.0514059384169698,0.0371492886258608,0.0317766280032019
2014-06-16,177312,188,40673743,216349.696808511,1.70738657,7621562611.521574016196180726,4463876406.710255895266213378,11756551916.904,0.000175986349276581,0.103931815189293977233496283,0.0001,0.0590567482174167,11.93240244,7046.88886527968681576748,4700,13.2927926635182,2775667.1662185849,4700,2775667.1662185849,97.30536552,80.37928221232362,1,590.567482174167,494.11342849800917,31.464421119553542,12905489.79002854,67803,188546,132628.75814422,78326231.76111855117374436474,3.50797816150207,2071.697830360240850142071026,0.02644379,15.61684247944241557293,661415.25043857,390610339.1231023905038744212,0.0474215157377801,0.0370789057347572,0.0313970705645674
2014-06-17,184074,184,39194209,213012.005434783,1.75982721,7863277527.037325413727121529,4468209983.2401752859142811,11756551916.904,0.000172485615958229,0.1050575394718873152950219434,0.0001,0.0609080002922268,11.95860024,7283.74426912543480614432,4600,13.0053317003017,2801768.0134424328,4600,2801768.0134424328,98.95533063,80.81857518722303,1,609.080002922268,499.6909341534553,36.27089748776877,12910089.79002854,69331,198985,130463.81339136,79462899.84165977583154280448,2.16370283399276,1317.86812845122981408635478,0.02374366,14.46178850218533782088,430544.40842205,262235989.5398683613106872094,0.0464287122660691,0.0372455826552554,0.0311668117893528
2014-06-18,165353,158,36827953,233088.310126582,1.75478958,7846955363.483022041618213935,4471735794.744893048000711876,13225031884.4768,0.000202810036015739,0.1232334208162116042454247441,0.0001,0.0607629796025716,12.78271095,7767.1560472041863947902,3950,11.1642059606571,2400137.6943015782,3950,2400137.6943015782,87.8561617,81.02317279358068,1,607.629796025716,469.0000060759189,35.81206971234883,12914039.79002854,63028,172153,146990.71232413,89315936.54718581093560732708,2.83755670215913,1724.184000144355529590204187,0.0338,20.5378871056692008,488493.8989468,296823448.1768508079581159088,0.0464273130564547,0.0338843341988917,0.031154048977929
2014-06-19,158405,167,37718290,225858.023952096,1.72018257,7696045540.252879153468277986,4473970190.10399706612877812,13462580114.5254,0.000187936389057848,0.1119633813471130295755909891,0.0001,0.0595751476914085,11.74113797,6994.80028627954182130745,4175,11.7963280899793,2487262.416116304875,4175,2487262.416116304875,109.42735334,81.37586071798258,1,595.751476914085,461.69407842200553,21.498707905678767,12918214.79002854,62474,174046,118052.88527834,70330180.7585400974694914189,3.90171416243493,2324.451974767211691626012989,0.0299994,17.872186856536401549,679077.74311515,404561568.4003342292768118878,0.0463973850016907,0.0342571004623404,0.0312705796577453
2014-06-20,155204,186,33466635,179928.14516129,1.70737837,7644281888.102515399106051856,4477204352.636300599450642029,13462580114.5254,0.000188369624573379,0.1114265708719661911412340318,0.0001,0.0591531522793688,10.7624985,6366.357126769782909468,4650,13.1336977332582,2750621.5809906492,4650,2750621.5809906492,110.60105754,81.5051611363996,1,591.531522793688,453.6557438427601,19.759346671731272,12922864.79002854,57135,162349,116842.14488817,69115811.89217992818674187096,3.10717001334625,1837.98900957359112904525847,0.02965168,17.53990342379114259584,504445.94449675,298395677.715262744349236514,0.0461206988176162,0.0324614103710759,0.0311834568048006
2014-06-21,152595,186,31020147,166774.983870968,1.71029953,7662969895.204458559584671756,4480484114.67525033531373392,13462580114.5254,0.000179016514887536,0.1061146079976428807931954282,0.0001,0.0592764349503215,9.14470063,5420.65252034359039752545,4650,13.1289735696853,2756354.22518994975,4650,2756354.22518994975,101.61492304,81.290480625693,1,592.764349503215,459.86328246950166,12.518654585510742,12927514.79002854,51083,155044,127220.63259369,75411855.52278616498844371335,2.72053973206264,1612.638964573761628091261388,0.02190625,12.98524403130480359375,421803.36221792,250029995.6233743238525706128,0.046114354799594,0.0324079656603113,0.0311835816381132
2014-06-22,185446,180,32311757,179509.761111111,1.7291512,7754483949.454893391983314875,4484560946.145062200864251112,13462580114.5254,0.000180683140700042,0.1083438688619050981455721006,0.0001,0.0599634633547633,9.14202487,5481.87473280579721563271,4500,12.7010371292499,2698355.8509643485,4500,2698355.8509643485,118.62868739,81.45137229951892,1,599.634633547633,472.5620101419373,14.499792214054732,12932014.78970094,50597,197916,109012.5421967,65367695.7922140838319054111,2.53718444410123,1521.383664381395994575078889,0.00920567,5.52003855701043867911,502149.39643874,301106169.3197089473023565024,0.0460148058836743,0.0324305614050959,0.031064481949151
2014-06-23,162950,176,35828333,203570.073863636,1.6987916,7626693090.72179671002456933,4489481269.397023646917464494,13462580114.5254,0.000188514696165682,0.1111392726752255914016939808,0.0001,0.0589552299824664,11.33256096,6681.13737687120209151744,4400,12.4145679163392,2594030.1192285216,4400,2594030.1192285216,75.87556669,81.36155227936237,1,589.552299824664,465.02855700888796,11.72296442229192,12936414.78964634,60115,174646,170495.1324103,100515797.4214029741537076392,3.19004081054917,1880.695896393798441032550729,0.02860149,16.86207420791212914936,557127.86739917,328456015.5215911198326991289,0.0453971418031852,0.0289068886054673,0.0293788449649453
2014-06-24,174440,188,37946978,201845.627659574,1.67014429,7505506467.194577240234388923,4493926967.0631535364010115,13462580114.5254,0.000171456207569255,0.09944009427852909202921225161,0.0001,0.0579973718585622,10.9860565,6371.624040896743379643,4700,13.2561995460584,2725876.4773524234,4700,2725876.4773524234,57.7772976,80.91055837255581,1,579.973718585622,471.8003056022891,1.1618899410602102,12941114.78964634,64075,176247,223982.69435045,129904076.1412572749039992299,4.42387476302388,2565.731096868046992857410653,0.0332,19.2551274570426504,779694.65535867,452202408.6297028068955150427,0.0453311464393949,0.0288425501074757,0.0293884925182836
2014-06-25,174070,187,37885252,202594.930481283,1.61946105,7278599165.19024780842415436,4494457692.538990808664487408,13462580114.5254,0.000192142852660172,0.108029778770685708307180998,0.0001,0.0562236779953244,12.30790257,6919.95550893505630743708,4675,13.1809262142222,2628456.9462814157,4675,2628456.9462814157,83.33766736,81.43870317928572,1,562.236779953244,454.4086410789194,-3.86616623240221,12945789.78948254,64056,182182,155341.39843328,87338647.64856124961325356032,2.43413478186094,1368.560101725686907512509889,0.03350129,18.83565741387981368476,443455.54282899,249327016.4525892208916877436,0.04538202095433,0.0292100037163059,0.0290213030402179
2014-06-26,158966,171,35210887,205911.619883041,1.67068422,7520740158.49938935066152736,4501592863.375794828457983899,13462580114.5254,0.000165419633261841,0.09606732468913616445202488981,0.0001,0.0580749230274693,10.10366578,5867.69612468775566410554,4275,12.0491675166542,2482702.959424312575,4275,2482702.959424312575,74.40007726,81.62592045703003,1,580.749230274693,472.49660324453345,1.1884692556073788,12950064.78948254,61079,169977,174059.8298574,101085112.2114290766450187782,2.71665427953329,1577.69488176140884087453803,0.02993506,17.38476305322675143658,461768.74447223,268171842.9171589706082102754,0.0454341227365183,0.0298034463434275,0.0292515786340033
2014-06-27,166577,197,36041315,182950.837563452,1.72624567,7781263113.330781018605301551,4507622094.394053934765254855,13462580114.5254,0.000170216199700274,0.1022383697356809948451813906,0.0001,0.0600638305376973,10.67664091,6412.79950330086290376543,4925,13.875927570853,2958143.653981592025,4925,2958143.653981592025,99.54408911,81.66956831025881,1,600.638305376973,497.40778845621145,3.703277298222585,12954989.78948254,62724,175334,130143.23508251,78169012.17623582730430904223,2.44230725935084,1466.943293466367832405464207,0.0295,17.7188300086207035,428219.50101102,257205035.4166320290757272425,0.0454991565020165,0.0302821078627902,0.0294721129366379
2014-06-28,144471,182,32799389,180216.423076923,1.70764329,7703024797.867049599590844685,4510909767.552955488896420106,13462580114.5254,0.000170780963450292,0.101510548818165491929053005,0.0001,0.0594390304208065,9.34513432,5554.6572313300286522908,4550,12.8148840697862,2704475.88414669575,4550,2704475.88414669575,128.57572273,82.08653615638497,1,594.390304208065,541.5304619626074,4.215134973971216,12959539.78948254,54720,150568,100793.05419273,59910414.14367676611053036745,1.98778313606304,1181.519022944171806969116418,0.023029705,13.688633360771995570825,299296.53123074,177898956.2466581755154839181,0.0455012245204452,0.0257844976899142,0.0295392401948334
2014-06-29,175850,157,31489191,200568.095541401,1.72256602,7788974904.506178400173353406,4521727941.671623502303006302,15535958980.0901,0.000177984631681748,0.1069403783687252820596416599,0.0001,0.0600840518410286,8.93020091,5365.62654427240779056026,3925,11.0512507517459,2358299.03476037255,3925,2358299.03476037255,115.44477508,82.66365987810242,1,600.840518410286,543.5488061719141,-3.222349918900959,12963464.78948254,50174,204525,112291.48119486,67469271.77417856399099432996,1.4661764910852,880.9382429846056379549823672,0.005675,3.40976994197837305,299869.7468392,180173894.1464261496572680112,0.0454467123866257,0.025775946901645,0.0294302527909404
2014-06-30,181598,132,43241349,327585.977272727,1.82774799,8285063972.982665907093491038,4532935627.926468858409569285,16818461371.1611,0.000170193686713848,0.1087445947477752968339829571,0.0001,0.063894611396844,11.87985972,7590.5902025841997072368,3300,9.28913279106428,2108522.176095852,3300,2108522.176095852,80.5572322,82.7419574402788,1,638.94611396844,560.6644869386893,1.7604438140285406,12966764.78948254,69802,187441,160963.38510659,102846929.4050611518572960196,3.37201665833206,2154.536940078114612877880186,0.03036226,19.3998480382994070744,632054.17445442,403848558.5851820993780985048,0.045572222929437,0.0283047023918038,0.0301987819647304
2014-07-01,185615,133,43836861,329600.458646617,1.83597995,8339204790.290084002175015532,4542100145.25298350918369544,16818461371.1611,0.000188796788438378,0.1213881405673382676432951087,0.0001,0.064295659672706,13.1681984,8466.580028290716728704,3325,9.35710561529134,2137830.6841174745,3325,2137830.6841174745,55.03193561,82.38794153505027,1,642.95659672706,660.5066702889283,2.0444620308782144,12970089.78948254,69748,194851,235682.9656436,151533917.496749662186435816,4.18667894804055,2691.852848020979693930162283,0.034,21.86052428872004,815778.57970465,524510219.289736423531462829,0.0455231360328127,0.0265729324104043,0.0298280891207319
2014-07-02,179686,137,39550385,288688.941605839,1.85400226,8449628746.898273246314020549,4557507253.115486854141278876,16818461371.1611,0.000191624607137434,0.1248047900168256441820314346,0.0001,0.0651298347749854,12.61848038,8218.39542260794984686452,3425,9.63597776150423,2230696.84104324995,3425,2230696.84104324995,67.74301872,82.23271928628617,1,651.298347749854,627.9065235981137,-1.8398298096202699,12973514.78948254,65850,180892,191510.72736857,124730620.3115223857140216888,4.67156094484709,3042.579924791656545497599825,0.03154375,20.5443922568344571125,845048.00243528,550378367.7554124633002644491,0.045489074559239,0.0265651653182304,0.029798623843087
2014-07-03,158572,139,36598601,263299.287769784,1.83691974,8388499950.529135247960687886,4566612114.430557878396085571,16818461371.1611,0.000174248052168569,0.1126362739516437579536271035,0.0001,0.0646413389130333,10.77515105,6965.20190862176621179965,3475,9.7740309623113,2246286.527227907175,3475,2246286.527227907175,74.79440246,82.16885010803463,1,646.413389130333,729.6528531792632,-3.863024322191868,12976989.78948254,61838,174770,173502.15206119,112154114.1352802192575010763,3.04194155380294,1966.351749330149652095458579,0.02,12.92826778260666,531640.12535814,343659295.2304303685947624606,0.0450212351336045,0.025337085264507,0.0297765390422764
2014-07-04,144187,166,32845276,197863.108433735,1.79112559,8186367619.644585764501563201,4570515681.92603924045592831,16818461371.1611,0.000172816449387017,0.1089841884724221392207993946,0.0001,0.0630635502922268,10.31852456,6507.22792531137412890208,4150,11.6688520774367,2617137.3371274122,4150,2617137.3371274122,98.52496731,83.21144596619223,1,630.635502922268,689.1883858316132,-2.0581030953926516,12981139.78948254,59708,160100,131754.82463003,83089270.09299419192694850804,2.03042690565709,1280.45929279596335343573308,0.01601461,10.09938163145398233548,325071.3475957,205001532.7766336641457910476,0.0450391791789215,0.0251984852319934,0.0300201622231244
2014-07-05,126478,152,27679719,182103.414473684,1.78963385,8186593458.815445962600894148,4574451605.629548817953480157,16818461371.1611,0.000164590799901802,0.103769288706959083635981583,0.0001,0.0630468341905318,8.04536289,5072.34660128487733084902,3800,10.6816051709645,2395779.6992402084,3800,2395779.6992402084,144.49072893,83.46783214476515,1,630.468341905318,820.9091650523126,-4.691617432029725,12984939.78948254,48881,141265,89866.94084757,56658261.18827075093561037726,2.61924190153803,1651.349098711613962324836244,0.0101454,6.3963535159662132372,370007.20722077,233277830.4294962674692630549,0.0440084595958377,0.0250176114239577,0.0299007086938086
2014-07-06,184532,142,33317288,234628.788732394,1.80058781,8243439551.879233177604449225,4578193588.266625319928137388,16818461371.1611,0.000177214027333028,0.1124729006791705491531184026,0.0001,0.063467267445938,9.29735673,5900.7782612320157546274,3550,9.97614057524406,2253087.994330799,3550,2253087.994330799,144.74266233,83.73355572933318,1,634.67267445938,832.5530092929743,-2.378072475246313,12988489.78948254,52464,206840,89735.04825705,56952383.070043449320023629,1.54469317748854,980.3745501758094380306455052,0.002695,1.7104428576680291,319504.33683173,202780671.9583646693997801274,0.043979549171278,0.0249691092632536,0.0298711533192333
2014-07-07,189077,150,38918111,259454.073333333,1.76601597,8092281240.717173818576197609,4582224267.923264024630429674,16818461371.1611,0.000174936511020309,0.108960076890833166088594999,0.0001,0.0622854978959673,11.51659533,7173.16874195421833012709,3750,10.5351349896423,2335706.17109877375,3750,2335706.17109877375,85.56758149,83.72795305086608,1,622.854978959673,747.7792081694652,-5.168282394234744,12992239.78948254,65833,192400,151836.00567543,94571812.12029074286509693439,2.17541000612651,1354.964953594589498076226231,0.01605738,10.00141908204747403674,418548.88517874,260695257.071598693053856952,0.0439853356242881,0.0251745937990346,0.0299093960481114
2014-07-08,211510,150,42664633,284430.886666667,1.77118094,8121120346.389214008637773477,4585144382.395459696378710614,16818461371.1611,0.000174288060943426,0.1089116212607256600453566913,0.0001,0.0624894331092928,12.08565701,7552.25855308250624462528,3750,10.5320950706479,2343353.74159848,3750,2343353.74159848,102.55043319,83.91791110953028,1,624.894331092928,725.4251762114861,-5.005266643377919,12995989.78948254,69343,212688,126727.79027666,79191477.73581831570928946048,1.51721010102309,948.0959912062575413706637075,0.015,9.37341496639392,322692.3819664,201648640.1776771501497736192,0.0439376800098596,0.0250721730870976,0.029906996910852
2014-07-09,187251,166,42865874,258228.156626506,1.75983231,8085295133.413473416845231781,4594355444.882729367439989389,16818461371.1611,0.000171217824932164,0.1064870585312966436005475696,0.0001,0.0621939091759205,11.92583516,7417.1430878803932426478,4150,11.651797784709,2581047.23080070075,4150,2581047.23080070075,93.60369173,84.76207479170449,1,621.939091759205,719.5425217961384,-4.071533501657145,13000139.78948254,69653,192793,138884.90453013,86377951.38253294825562734665,2.17217960626522,1350.96341145845844968960635,0.02289,14.23618581036820245,418781.02283069,260456288.9853102319409640014,0.0438171662038355,0.0250590705853689,0.0293490756208977
2014-07-10,167058,149,37110156,249061.44966443,1.74343664,8017179778.299043713369578943,4598492189.195433102995729076,16818461371.1611,0.000173702178183149,0.1070913619091504995876832237,0.0001,0.0616522849795441,10.91249194,6727.80062921858056124554,3725,10.4555455014503,2296547.615488017725,3725,2296547.615488017725,103.12214833,85.34937634962156,1,616.522849795441,617.8790951246099,-5.286806623387691,13003864.78937334,62823,170402,126101.56983426,77744499.19789679181727360866,2.54264531584794,1567.598936145601152264461242,0.03418542,21.07609255985406467022,433271.84711112,267121993.9170823133187964039,0.0436642464809727,0.0244883797751769,0.0294108102202743
2014-07-11,169606,156,36253678,232395.371794872,1.79290043,8253353630.980081171547762663,4603353025.129594005353133313,16818461371.1611,0.000184858671692449,0.1172917879395526763585586017,0.0001,0.0634494378141438,10.83844878,6876.93481868392735854564,3900,10.9434635624244,2474528.0747516082,3900,2474528.0747516082,111.74555346,85.38576769710586,1,634.494378141438,617.5786152640669,0.4759157842030058,13007764.78927334,58631,170042,116405.2115385,73858452.307543100862582363,2.17602546980452,1380.6759272835493893867717,0.0343987,21.8257817653738833306,370015.7229365,234772896.027149184817692687,0.0436827748771951,0.0217906819359483,0.029526382933893
2014-07-12,156338,157,30677240,195396.433121019,1.79873971,8287456960.000429454763676437,4607368655.208078563969952314,16851445804.7501,0.00016279746413706,0.1036896051998827504785321895,0.0001,0.0636923957934541,8.76110833,5580.15979343687674982653,3925,11.0102916930977,2499926.534893073425,3925,2499926.534893073425,117.71090837,85.34884122624668,1,636.923957934541,590.5080822038681,7.593036011454664,13011689.78927334,53816,167948,110539.37115744,70405173.78519192925092513504,2.37174330539625,1510.620133277730363329566871,0.012,7.643087495214492,398329.54465469,253705630.1437286443994686473,0.0436805837942332,0.0217608564447502,0.0295134378126981
2014-07-13,185975,160,33655008,210343.8,1.77802921,8198267373.456793233761142492,4610873280.817437969414414793,17336316978.5078,0.00018054714329881,0.1137222673748364576511003754,0.0001,0.062987575043834,9.34367576,5885.3547811825268326384,4000,11.217231077598,2519503.00175336,4000,2519503.00175336,113.08162389,85.71374169570751,1,629.87575043834,556.8675912545648,5.498873744296702,13015689.78921874,51752,203324,115099.95472263,72498670.3563355273756176342,2.00938819409116,1265.664896675110194367919074,0.0086543,5.451133707018525862,408556.84517539,257340049.4515694653066804526,0.043617959705576,0.0206183989341027,0.0295980664665785
2014-07-14,164790,135,36366688,269382.874074074,1.74746901,8061371837.189572908959792242,4613170116.475584845801987451,17336316978.5078,0.000187458510954384,0.1160738336674218262190022968,0.0001,0.0619197459088252,11.9874094,7422.5734415306274543688,3375,9.46208518003637,2089791.4244228505,3375,2089791.4244228505,100.30383032,86.03510644407832,1,619.197459088252,569.2407393689411,7.581839978736641,13019064.78921874,63947,169366,129796.28742294,80369531.37137288826710930088,2.67937789860279,1659.063986752067676618103423,0.02857641,17.69444046186411533532,453795.51717476,280989031.1802506129165469195,0.0435797277756268,0.0205312948060381,0.0297474218940486
2014-07-15,176650,159,40437172,254321.836477987,1.75419288,8099479060.359116033303445192,4617211228.637319759556970425,17336316978.5078,0.000173732990394338,0.1080505581313998008580435749,0.0001,0.0621934601402689,12.37117878,7694.06414342070439173942,3975,11.1408321212465,2472190.040575688775,3975,2472190.040575688775,87.81444107,86.81581854447096,1,621.934601402689,543.15171259328,5.46186346346531,13023039.78921874,71208,190632,148301.80127888,92234021.66568102658207090832,2.71919290713086,1691.160156833450541466478883,0.02801689,17.42467331469298341721,518365.18227217,322389243.0174742792381678651,0.0435343009852188,0.0205374488902259,0.0297421044885613
2014-07-16,168305,144,37950669,263546.3125,1.73796161,8028993953.251206443318429549,4619776342.894922040136751171,17336316978.5078,0.000192716770509457,0.1187813442412941541698198117,0.0001,0.0616351882232612,12.70639483,7831.61036986122997419596,3600,10.087021835727,2218866.7760374032,3600,2218866.7760374032,80.48922396,87.35700451729187,1,616.351882232612,555.2711928552775,4.366037893505408,13026639.78921874,65933,173074,161843.27724804,99752408.55852392321850108048,2.82194726102014,1739.312505890927325183896806,0.0252,15.5320674322618224,488405.7002538,301029772.6445665343990369256,0.0435050407674415,0.0198441572250895,0.0297709106430993
2014-07-17,173954,172,38705711,225033.203488372,1.75884778,8134685025.076652440103517152,4625007987.351696429895782487,17336316978.5078,0.000178374533124038,0.1113519567238692166489746808,0.0001,0.0624259274985389,11.70440174,7306.58134435012548617686,4300,12.0444114193633,2684314.8824371727,4300,2684314.8824371727,103.33050511,87.45507733403497,1,624.259274985389,562.8913917141799,2.492163917760103,13030939.78902764,65617,179079,126109.32052302,78724912.99860050272833815478,2.2671356512906,1415.280457968197651313993043,0.02758628,17.22099115234393686292,405996.38529747,253447009.1324872683486686658,0.0434329398527593,0.0199666489468843,0.02977991325909
2014-07-18,168626,172,38491112,223785.534883721,1.77585168,8221979325.367265575909891986,4629879511.764222011195034911,17336316978.5078,0.000187047238098224,0.1179800716673555846668294242,0.0001,0.0630750140268849,11.93230446,7526.30271187561252176654,4300,12.0404382688926,2712225.6031560507,4300,2712225.6031560507,92.63001322,87.23394563829834,1,630.750140268849,617.563976374513,3.805005020220321,13035239.78902764,63793,169282,140723.71725343,88761504.39675481864006740207,2.51425019816218,1585.863665161776429230903931,0.0267,16.8410287451782683,425617.30204529,268458172.9659157398781741712,0.0434358576436293,0.0196329588303646,0.0275287820669165
2014-07-19,148917,177,33064053,186802.559322034,1.77121981,8204209766.049145390661623399,4631954608.29393229215947904,17336316978.5078,0.000174023790661878,0.1094911338575549653830307328,0.0001,0.062917336440678,10.17517104,6401.9465966512346356512,4425,12.3862463194534,2784092.1375000015,4425,2784092.1375000015,132.71205517,87.43386385370633,1,629.17336440678,608.3901567229864,5.610038545907784,13039664.78902764,58470,155854,98255.31502939,61819627.1278893622156152642,1.47467176399489,927.8241951483460002678013542,0.0130898,8.235753505411868844,229833.49310566,144605112.1106505779657603748,0.0434345425944223,0.0195754534925409,0.0275397270842328
2014-07-20,190961,155,34086190,219910.903225806,1.75929019,8155455986.217746935662169161,4635651381.837186687273370757,17336316978.5078,0.000172676138358672,0.10796552692228777546883424,0.0001,0.0625248676212741,9.2454258,5780.6902424731219301178,3875,10.8434905162001,2422838.620324371375,3875,2422838.620324371375,176.37886204,87.72280547331408,1,625.248676212741,615.7023636422169,5.699975761192468,13043539.78902764,53542,211854,73951.83095083,46238284.40551486506939052503,1.18841643539522,743.055803020325742611134498,0.0054,3.3763428515488014,251770.77550422,157419344.093068753964263267,0.0434347571459844,0.0196372982556313,0.0263825741234436
