date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2011-09-08,15832,129,2837227,21994.007751938,1.03732633,48265544.15833018170577769708,46528795.16182533306425087894,1777774.48200146,0.000712780563446231,0.004760076903403646803635892085,0,0,4.56678507,30.4978127201071516010061,6450,32.5741800695611,43074.2610018848835,6450,43074.2610018848835,74.00314631,33.0340273664858,1,6.67818000029223,10847.836066052836,-31.872681929411605,7227349.98999999,6407,14818,97662.73935765,652209.3527520110593224860595,25.8703955233257,172.7671579835233289097814693,1,6.67818000029223,383347.52086464,2560063.746999847201222273747,0.102240903868705,0.0587387600288239,0.085411707976811
2011-09-09,18354,154,3886574,25237.4935064935,0.7778049,36079581.18632356018584528212,46386415.2544077689404204338,1777774.48200146,0.00109482091459977,0.005459627801795944393578466661,0,0,7.76884921,38.7415188815441813926403,7700,38.8456196416689,38398.183221770911,7700,38398.183221770911,40.50947373,33.12737056567755,1,4.98677704178843,8059.665264273971,-50.38651421294996,7235049.98999999,7096,16810,178601.43130994,890645.5172869620735752359942,23.6935299050993,118.1543509696767878482487411,1,4.98677704178843,398288.23770472,1986174.63980027062858705239,0.104722366326813,0.0778446048408366,0.0928226643707351
2011-09-10,16167,133,2916467,21928.3233082707,0.74125214,34346272.57533359993380924828,46335478.3494889439138507353,1777774.48200146,0.000899066411596157,0.00426413412301670346899224439,0,0,5.33416102,25.2991077518581041430684,6650,33.5176823584486,31539.930256896593,6650,31539.930256896593,74.58288149,34.2700002620417,1,4.74284665517242,7673.689828438582,-49.74953249221416,7241699.98999999,5933,14504,97096.00708853,460511.4724504320929093543426,18.5057382117402,87.76987857904844868149924528,1,4.74284665517242,268407.22702308,1273014.318910519359880719454,0.104786725300997,0.0778781132365141,0.0928999956284514
2011-09-11,15739,125,3032020,24256.16,0.95191723,42421555.28917464385165347469,44564331.73931152946911442448,1777774.48200146,0.000808473300324926,0.00473191659115674888702250373,0,0,5.22516294,30.5823769286460871489992,6250,31.4744169475154,36580.64982831675,6250,36580.64982831675,8.9859988,33.38191007228702,1,5.85290397253068,9099.661106992487,-38.08412006717516,7247949.98999999,6463,14518,806582.56856923,4720850.319752845861469878976,70.4499200165601,412.3366167293932786211053139,1,5.85290397253068,1022791.93880042,5986303.001677334359350846886,0.105823902298612,0.0881010918432624,0.0975283027843421
2011-09-12,15899,133,2934883,22066.7894736842,0.99274325,44185080.50839477628732067762,44508064.40509868813998439198,1777774.48200146,0.000832359670133247,0.00506959433841623683219555808,0,0,5.12234141,31.1982835586135090526286,6650,33.4580818149286,40502.685990385759,6650,40502.685990385759,65.64064907,33.801116431274025,1,6.09062947223846,9803.462556485301,-39.11820864367762,7254599.98999999,6154,14062,110519.93075531,673135.9475280448891842312226,43.0554162098187,262.2345869070153045461197672,1,6.09062947223846,605445.26274247,3687542.761086445805429409396,0.105799746861553,0.0869169025861115,0.0977870078158526
2011-09-13,14959,142,2719967,19154.6971830986,0.94859348,42136183.22279057667045742969,44419642.36173398298403068414,1764396.46269031,0.000653127695057507,0.003789788653444776117083320567,0,0,4.20222359,24.3835001962636893168182,7100,35.6872358203827,41197.915266919958,7100,41197.915266919958,50.30768191,34.584058461984355,1,5.80252327703098,9231.816141896077,-46.306842665398975,7261699.98999999,6434,14291,144345.74828312,837569.5643532584174660510576,25.0163907509314,145.1581896395819657156616548,1,5.80252327703098,357509.24022156,2074455.688139262173514183929,0.105851582895749,0.0865426640158203,0.0978853962990468
2011-09-14,15192,146,2685677,18395.0479452055,0.9162271,40687737.58734764073397899831,44407917.77047594045285329992,1755425.32032871,0.000631563777777778,0.003535135685135171655236135593,0,0,3.89359069,21.7941114988583255860481,7300,36.6556610767034,40861.258054237277,7300,40861.258054237277,56.67876442,35.01260866972756,1,5.59743261016949,8929.573495998531,-49.711749080212115,7268999.98999999,6165,14474,128249.09053348,717865.6415766801871373195252,20.5053964764481,114.7775749217251515613341885,1,5.59743261016949,296795.10860011,1661290.619417050966543732644,0.105820277558688,0.0865561756296834,0.0978934135710491
2011-09-15,15482,156,2873685,18421.0576923077,0.79879632,35421680.87925508965157495313,44343820.98311007331546188154,1755425.32032871,0.00116299020032051,0.005661151577350707438508132933,0,0,7.25705885,35.325585842668500088782,7800,39.124340423159,37968.490440561096,7800,37968.490440561096,54.26934718,35.739904786100986,1,4.86775518468732,7959.197325641258,-55.71533448633853,7276799.98999999,6240,13969,134086.74266193,652701.4367904442169115177276,20.9550802074179,102.004200325197123707556071,1.03056972,5.0165610977117596599504,292721.51541742,1424896.674342675480881981114,0.106373145162337,0.0890921348099414,0.0990642014150719
2011-09-16,14476,119,2639954,22184.487394958,0.7945909,35184189.43579407001055889474,44279628.08533298251531448707,1755425.3203287,0.00080745166395311,0.003900934721606912577546975391,0,0,4.95936812,23.9595410601096492248012,5950,29.8204662110061,28745.4501981297595,5950,28745.4501981297595,32.82043644,36.051082939240764,1,4.83116810052601,7704.79499277223,-55.9359363474491,7282749.98999999,6142,13807,221896.80517423,1072020.766766374856552696722,49.4126123691229,238.7206366413635076917723366,1,4.83116810052601,682239.93898048,3296015.830107306528991122285,0.106377305487863,0.0891086121021886,0.098985097390209
2011-09-17,12903,134,2221008,16574.6865671642,0.78623754,34809205.82649197034413364699,44273141.64374045843656200703,1755425.32032871,0.000989883368161094,0.004726975828603043437901179294,0,0,5.21074605,24.88280076176642631105,6700,33.548484499583,31994.4137565167,6700,31994.4137565167,64.46864357,37.98880783233643,1,4.775285635301,7858.739619465655,-56.0224875599977,7289449.98999999,5264,11821,113069.6969349,539940.0995610654789389049,27.8662432762279,133.0692712267741670823610979,1.01593589,4.85138406190373685289,329406.86176829,1573011.85517169740090640529,0.106313167077729,0.087084665481761,0.0989839519102505
2011-09-18,14196,158,2487224,15741.9240506329,0.86238311,38214268.237954519168678418,44312403.62632338535406091768,1755425.32032871,0.000923642238143978,0.004836867121997350014482102323,0,0,5.4143908,28.353715069148470833104,7900,39.5143443024035,41370.184997779052,7900,41370.184997779052,62.40642222,38.55728007030356,1,5.23673227819988,8484.807013442427,-55.12836318808093,7297349.98999999,5862,14160,116932.67664937,612345.1221860652707735360756,20.6910805849124,108.3536495698456180697594905,1,5.23673227819988,292985.70108236,1534287.677909016130348422117,0.10645165338067,0.0900215499885579,0.10000548001255
2011-09-19,16499,127,3164587,24918.0078740157,0.91006394,40319175.19010537893930318007,44303672.90320206943870814886,1755425.32032871,0.000881480320551228,0.004866103416021508466130711892,0,0,5.88476262,32.4861064053596008540338,6350,31.733915730019,35054.3919941554865,6350,35054.3919941554865,59.48517842,38.913358429512066,1,5.52037669199299,8704.428535873985,-51.82804608728162,7303699.98999999,6676,15731,122781.84555245,677802.0383876281427580773255,20.6180342719566,113.8193158296218714553207842,0.6965,3.844942365973117535,324342.29713215,1790491.657315785664344903628,0.10649251010472,0.0911867601457752,0.100367556342243
2011-09-20,21500,140,3982230,28444.5,1.01350919,44936427.78752295331410308276,44337464.74538180019027320579,1755425.32032871,0.000826468276299113,0.005080024083520586386555502688,0,0,6.5208347,40.081390018977416939658,7000,34.9487737630443,43026.65886206898,7000,43026.65886206898,45.0715432,39.11891352569389,1,6.14666555172414,9797.73549784026,-45.865730302697436,7310699.98999999,7890,21206,162202.12289722,997002.2012288675329430128908,16.1499970103815,99.26863028415981425280415941,0.16152556,0.9928435953749506790184,342476.83660215,2105090.573805892473991730901,0.10673970522471,0.094376790407951,0.101621917106605
2011-09-21,18297,146,3781527,25900.8698630137,0.92389277,40959339.89405964142978092046,44333434.8042283844965049486,1755425.32032871,0.000686607791395046,0.003842990153059473595605207853,0,0,5.26628176,29.4757344739661466945616,7300,36.4102214217139,40858.592735067193,7300,40858.592735067193,46.1264298,40.26090966513189,1,5.59706749795441,8833.8667166072,-48.74900751901766,7317999.98999999,7670,16931,158650.90842806,887979.8430836360022786447446,23.5257509062507,131.6752157623472990259326306,0.72058198,4.0331459798696347075318,398314.48859373,2229393.078072298752052551849,0.106976043010944,0.0952756861239164,0.102035941813
2011-09-22,17486,148,2576616,17409.5675675676,0.90549337,40106922.25437149673212473261,44292894.29909570570788979715,1755425.32032871,0.000639181935973041,0.003499552276662704151247900039,0,0,3.79354479,20.7698427619931582536125,7400,36.8717067148166,40515.36094786675,7400,40515.36094786675,60.27474874,40.625947094019615,1,5.47504877673875,8747.58129400978,-49.849538510129,7325399.98999999,5935,16808,121533.48032514,665401.732786960697618837175,17.5101901149238,95.86914496917650347066875725,0.209977635,1.14963779364924573785625,294311.27545164,1611368.58864192288393253905,0.106937906655596,0.0952079780099815,0.102009870102053
2011-09-23,19216,133,2612953,19646.2631578947,0.92077591,40791283.96421988853140940362,44300989.35511399007238845084,1755425.32032871,0.000667923350708585,0.003715939076008285261527937139,0,0,4.10038145,22.812149987614844777778,6650,33.1046569964808,36996.752440590306,6650,36996.752440590306,55.13162409,40.99557529786726,1,5.56342141963764,8851.097355523074,-48.82066205139028,7332049.98999999,6139,18924,132991.72864337,739889.0317691613161941884468,17.9478413249133,99.85140486328025308039041661,0.15,0.834513212945646,339644.94923266,1889587.985632719463773253322,0.106886710796111,0.0932266876871295,0.102093167671742
